patch_index,row,col,split,valid_pixels,change_pixels,no_change_pixels,builtup_pixels,veg_loss_pixels,veg_gain_pixels,other_pixels,change_fraction,builtup_fraction,mean_uncertainty_all,mean_uncertainty_change,mean_uncertainty_nochange,centroid_x,centroid_y
764,3072,7936,val,65536,7902,57634,3863,871,2036,1132,0.120574951171875,0.0589447021484375,0.034443777054548264,0.09931445866823196,0.025549575686454773,77.47439319513242,28.663264422628867
765,3328,6912,val,65536,8878,56658,4094,806,2689,1289,0.135467529296875,0.062469482421875,0.03998762369155884,0.11500142514705658,0.028233373537659645,77.38240571003858,28.640267551355407
766,3328,7168,val,65536,8417,57119,4035,1105,2103,1174,0.1284332275390625,0.0615692138671875,0.04159236699342728,0.11927668750286102,0.030144883319735527,77.40540258131205,28.640267551355407
767,3328,7424,val,65536,8584,56952,4329,793,1578,1884,0.1309814453125,0.0660552978515625,0.04647493362426758,0.13223062455654144,0.03354953974485397,77.4283994525855,28.640267551355407
768,3328,7680,val,65536,9003,56533,5003,894,1641,1465,0.1373748779296875,0.0763397216796875,0.04064008593559265,0.10902034491300583,0.029750386252999306,77.45139632385896,28.640267551355407
769,3328,7936,val,65536,8674,56862,4522,836,2252,1064,0.132354736328125,0.069000244140625,0.0352168045938015,0.08997191488742828,0.026864202693104744,77.47439319513242,28.640267551355407
770,3584,6912,val,65536,8930,56606,4153,1283,1751,1743,0.136260986328125,0.0633697509765625,0.03675254434347153,0.10002640634775162,0.02677064947783947,77.38240571003858,28.617270680081948
771,3584,7168,val,65536,8762,56774,4674,726,1829,1533,0.133697509765625,0.071319580078125,0.04222497344017029,0.09990280866622925,0.033323489129543304,77.40540258131205,28.617270680081948
772,3584,7424,val,65536,8285,57251,4387,592,1997,1309,0.1264190673828125,0.0669403076171875,0.04172319918870926,0.11090519279241562,0.03171161934733391,77.4283994525855,28.617270680081948
773,3584,7680,val,65536,8033,57503,4394,615,2066,958,0.1225738525390625,0.067047119140625,0.03858965262770653,0.09672002494335175,0.030469009652733803,77.45139632385896,28.617270680081948
774,3584,7936,val,65536,8834,56702,5111,627,2351,745,0.134796142578125,0.0779876708984375,0.030594026669859886,0.07924725860357285,0.023013997822999954,77.47439319513242,28.617270680081948
775,3840,6912,val,65536,8933,56603,4053,1938,1271,1671,0.1363067626953125,0.0618438720703125,0.036387618631124496,0.09998666495084763,0.026350513100624084,77.38240571003858,28.594273808808488
776,3840,7168,val,65536,8274,57262,4107,689,2435,1043,0.126251220703125,0.0626678466796875,0.032137300819158554,0.07842462509870529,0.025449072942137718,77.40540258131205,28.594273808808488
777,3840,7424,val,65536,9000,56536,4745,722,2625,908,0.1373291015625,0.0724029541015625,0.02956111542880535,0.08060654997825623,0.021435163915157318,77.4283994525855,28.594273808808488
778,3840,7680,val,65536,9247,56289,4147,1653,1942,1505,0.1410980224609375,0.0632781982421875,0.046332575380802155,0.12663114070892334,0.033141352236270905,77.45139632385896,28.594273808808488
779,3840,7936,val,65536,8171,57365,4537,814,2121,699,0.1246795654296875,0.0692291259765625,0.03372804448008537,0.08815610408782959,0.025975381955504417,77.47439319513242,28.594273808808488
780,4096,6912,val,65536,8716,56820,4171,1048,2240,1257,0.13299560546875,0.0636444091796875,0.03652093932032585,0.09508851915597916,0.027536867186427116,77.38240571003858,28.57127693753503
781,4096,7168,val,65536,8950,56586,4832,781,2445,892,0.136566162109375,0.07373046875,0.03160249441862106,0.07976972311735153,0.023984059691429138,77.40540258131205,28.57127693753503
782,4096,7424,val,65536,9286,56250,5151,614,2865,656,0.141693115234375,0.0785980224609375,0.0297380480915308,0.07053104788064957,0.02300375886261463,77.4283994525855,28.57127693753503
783,4096,7680,val,65536,9049,56487,4094,1552,2196,1207,0.1380767822265625,0.062469482421875,0.04260988160967827,0.11251362413167953,0.03141156956553459,77.45139632385896,28.57127693753503
784,4096,7936,val,65536,7751,57785,4195,673,2330,553,0.1182708740234375,0.0640106201171875,0.03706200793385506,0.07881331443786621,0.0314616933465004,77.47439319513242,28.57127693753503
785,4352,6912,val,65536,8342,57194,4644,767,1601,1330,0.127288818359375,0.07086181640625,0.0343012697994709,0.09984124451875687,0.024741975590586662,77.38240571003858,28.54828006626157
786,4352,7168,val,65536,8188,57348,4544,997,1452,1195,0.12493896484375,0.0693359375,0.03377946838736534,0.08989102393388748,0.025768006220459938,77.40540258131205,28.54828006626157
787,4352,7424,val,65536,8899,56637,4458,438,3477,526,0.1357879638671875,0.068023681640625,0.02952972799539566,0.07370925694704056,0.022588087245821953,77.4283994525855,28.54828006626157
788,4352,7680,val,65536,8463,57073,4753,984,1791,935,0.1291351318359375,0.0725250244140625,0.0342288538813591,0.08801957964897156,0.026252560317516327,77.45139632385896,28.54828006626157
789,4352,7936,val,65536,8426,57110,4898,546,2489,493,0.128570556640625,0.074737548828125,0.026636866852641106,0.06658991426229477,0.020742202177643776,77.47439319513242,28.54828006626157
790,4608,6912,val,65536,9087,56449,4811,709,2244,1323,0.1386566162109375,0.0734100341796875,0.04499628022313118,0.11016938835382462,0.03450489789247513,77.38240571003858,28.52528319498811
791,4608,7168,val,65536,9292,56244,4937,1465,1555,1335,0.14178466796875,0.0753326416015625,0.03863098472356796,0.09957315027713776,0.02856280654668808,77.40540258131205,28.52528319498811
792,4608,7424,val,65536,7947,57589,4047,517,2668,715,0.1212615966796875,0.0617523193359375,0.026193704456090927,0.07202045619487762,0.019869839772582054,77.4283994525855,28.52528319498811
793,4608,7680,val,65536,8667,56869,4637,1194,1708,1128,0.1322479248046875,0.0707550048828125,0.03462611138820648,0.0895930677652359,0.0262489914894104,77.45139632385896,28.52528319498811
794,4608,7936,val,65536,9158,56378,4663,887,2836,772,0.139739990234375,0.0711517333984375,0.035294149070978165,0.09725325554609299,0.02522955648601055,77.47439319513242,28.52528319498811
795,4864,6912,val,65536,9021,56515,4992,724,2423,882,0.1376495361328125,0.076171875,0.03419509157538414,0.08416204899549484,0.02621929720044136,77.38240571003858,28.50228632371465
796,4864,7168,val,65536,8802,56734,4920,585,2240,1057,0.134307861328125,0.0750732421875,0.046292494982481,0.12753666937351227,0.033687859773635864,77.40540258131205,28.50228632371465
797,4864,7424,val,65536,8798,56738,4716,535,3034,513,0.134246826171875,0.07196044921875,0.03293265029788017,0.09231603890657425,0.023724446073174477,77.4283994525855,28.50228632371465
798,4864,7680,val,65536,9603,55933,6405,214,2589,395,0.1465301513671875,0.0977325439453125,0.03302595764398575,0.08509082347154617,0.02408706583082676,77.45139632385896,28.50228632371465
799,4864,7936,val,65536,8599,56937,4441,946,2003,1209,0.1312103271484375,0.0677642822265625,0.03145965188741684,0.07292431592941284,0.025197386741638184,77.47439319513242,28.50228632371465
800,5120,6912,val,65536,10174,55362,6014,63,4023,74,0.155242919921875,0.091766357421875,0.033650919795036316,0.07939215749502182,0.025244945660233498,77.38240571003858,28.47928945244119
801,5120,7168,val,65536,10421,55115,6685,130,3372,234,0.1590118408203125,0.1020050048828125,0.03244616463780403,0.0843479260802269,0.022632714360952377,77.40540258131205,28.47928945244119
802,5120,7424,val,65536,10020,55516,7217,539,1676,588,0.15289306640625,0.1101226806640625,0.03165852651000023,0.07507281750440598,0.02382274530827999,77.4283994525855,28.47928945244119
803,5120,7680,val,65536,9365,56171,6404,305,2344,312,0.1428985595703125,0.09771728515625,0.026010243222117424,0.07454019039869308,0.017919180914759636,77.45139632385896,28.47928945244119
804,5120,7936,val,65536,8452,57084,5041,289,2864,258,0.12896728515625,0.0769195556640625,0.024586979299783707,0.0684596449136734,0.018091080710291862,77.47439319513242,28.47928945244119
805,5376,6912,val,65536,10364,55172,6034,9,4315,6,0.15814208984375,0.092071533203125,0.028176957741379738,0.07215892523527145,0.01991499401628971,77.38240571003858,28.45629258116773
806,5376,7168,val,65536,10773,54763,5947,38,4765,23,0.1643829345703125,0.0907440185546875,0.02553246170282364,0.07002124190330505,0.016780614852905273,77.40540258131205,28.45629258116773
807,5376,7424,val,65536,10620,54916,6668,373,3525,54,0.16204833984375,0.10174560546875,0.03358078747987747,0.08354505151510239,0.023918382823467255,77.4283994525855,28.45629258116773
808,5376,7680,val,65536,8910,56626,5207,849,2412,442,0.135955810546875,0.0794525146484375,0.0374625027179718,0.08426018059253693,0.030098972842097282,77.45139632385896,28.45629258116773
809,5376,7936,val,65536,8589,56947,5042,548,2555,444,0.1310577392578125,0.076934814453125,0.03611277416348457,0.08378389477729797,0.028922803699970245,77.47439319513242,28.45629258116773
810,5632,6912,val,65536,8054,57482,4995,144,2719,196,0.122894287109375,0.0762176513671875,0.01901736669242382,0.05212155357003212,0.014379024505615234,77.38240571003858,28.43329570989427
811,5632,7168,val,65536,9389,56147,5895,86,3297,111,0.1432647705078125,0.0899505615234375,0.026072056964039803,0.0678175836801529,0.019091295078396797,77.40540258131205,28.43329570989427
812,5632,7424,val,65536,10755,54781,7034,83,3550,88,0.1641082763671875,0.107330322265625,0.027929730713367462,0.06559255719184875,0.02053549513220787,77.4283994525855,28.43329570989427
813,5632,7680,val,65536,9097,56439,5645,59,3131,262,0.1388092041015625,0.0861358642578125,0.0300644151866436,0.06821497529745102,0.02391519583761692,77.45139632385896,28.43329570989427
814,5632,7936,val,65536,9794,55742,5144,959,3071,620,0.149444580078125,0.0784912109375,0.029553763568401337,0.07554925978183746,0.021472247317433357,77.47439319513242,28.43329570989427
815,5888,6912,val,65536,9606,55930,5466,132,3865,143,0.146575927734375,0.083404541015625,0.027057528495788574,0.05467027425765991,0.022315029054880142,77.38240571003858,28.41029883862081
816,5888,7168,val,65536,8931,56605,4959,201,3644,127,0.1362762451171875,0.0756683349609375,0.028491942211985588,0.0722043365240097,0.021595105528831482,77.40540258131205,28.41029883862081
817,5888,7424,val,65536,8404,57132,4535,173,3555,141,0.12823486328125,0.0691986083984375,0.0244322307407856,0.06542707234621048,0.018401971086859703,77.4283994525855,28.41029883862081
818,5888,7680,val,65536,7835,57701,3955,10,3846,24,0.1195526123046875,0.0603485107421875,0.020515119656920433,0.05791698768734932,0.015436463989317417,77.45139632385896,28.41029883862081
819,5888,7936,val,65536,10425,55111,5922,13,4461,29,0.1590728759765625,0.090362548828125,0.025683602318167686,0.0655311718583107,0.018145885318517685,77.47439319513242,28.41029883862081
820,6144,6912,val,65536,9981,55555,5889,87,3911,94,0.1522979736328125,0.0898590087890625,0.025317247956991196,0.0638699159026146,0.01839088462293148,77.38240571003858,28.38730196734735
821,6144,7168,val,65536,9669,55867,5558,86,3854,171,0.1475372314453125,0.084808349609375,0.028939832001924515,0.07520736753940582,0.020932229235768318,77.40540258131205,28.38730196734735
822,6144,7424,val,65536,8085,57451,5022,216,2648,199,0.1233673095703125,0.076629638671875,0.02513827569782734,0.05836809426546097,0.02046188898384571,77.4283994525855,28.38730196734735
823,6144,7680,val,65536,8772,56764,4790,28,3864,90,0.13385009765625,0.073089599609375,0.01865452714264393,0.050661925226449966,0.01370827667415142,77.45139632385896,28.38730196734735
824,6144,7936,val,65536,10189,55347,5489,6,4651,43,0.1554718017578125,0.0837554931640625,0.022472281008958817,0.06883864104747772,0.01393655501306057,77.47439319513242,28.38730196734735
825,6400,6912,val,65536,10014,55522,6136,206,3367,305,0.152801513671875,0.0936279296875,0.025704076513648033,0.06037313863635063,0.01945113018155098,77.38240571003858,28.364305096073892
826,6400,7168,val,65536,8804,56732,5180,149,3258,217,0.13433837890625,0.07904052734375,0.025688504800200462,0.07526063919067383,0.017995614558458328,77.40540258131205,28.364305096073892
827,6400,7424,val,65536,8530,57006,4993,46,3379,112,0.130157470703125,0.0761871337890625,0.021016087383031845,0.057412583380937576,0.015569956041872501,77.4283994525855,28.364305096073892
828,6400,7680,val,65536,8104,57432,4251,53,3729,71,0.1236572265625,0.0648651123046875,0.023626934736967087,0.07122427970170975,0.01691066287457943,77.45139632385896,28.364305096073892
829,6400,7936,val,65536,9720,55816,5085,45,4570,20,0.1483154296875,0.0775909423828125,0.020311666652560234,0.06004916876554489,0.01339163538068533,77.47439319513242,28.364305096073892
830,6656,6912,val,65536,7960,57576,4399,115,3340,106,0.1214599609375,0.0671234130859375,0.021134547889232635,0.05814198777079582,0.016018196940422058,77.38240571003858,28.341308224800432
831,6656,7168,val,65536,8010,57526,4397,225,3020,368,0.122222900390625,0.0670928955078125,0.02395179122686386,0.06566722691059113,0.01814327761530876,77.40540258131205,28.341308224800432
832,6656,7424,val,65536,8800,56736,4660,11,4069,60,0.13427734375,0.07110595703125,0.019385766237974167,0.05531725659966469,0.013812636956572533,77.4283994525855,28.341308224800432
833,6656,7680,val,65536,9599,55937,4810,4,4741,44,0.1464691162109375,0.073394775390625,0.02151564508676529,0.05939669534564018,0.015015115030109882,77.45139632385896,28.341308224800432
834,6656,7936,val,65536,9716,55820,5571,19,4081,45,0.14825439453125,0.0850067138671875,0.030890561640262604,0.07321149110794067,0.023524198681116104,77.47439319513242,28.341308224800432
835,6912,6912,val,65536,9043,56493,4420,989,2893,741,0.1379852294921875,0.06744384765625,0.02178708277642727,0.058659691363573074,0.015884775668382645,77.38240571003858,28.31831135352697
836,6912,7168,val,65536,8187,57349,4483,513,2644,547,0.1249237060546875,0.0684051513671875,0.02400047518312931,0.06700962036848068,0.017860596999526024,77.40540258131205,28.31831135352697
837,6912,7424,val,65536,8885,56651,4397,113,4147,228,0.1355743408203125,0.0670928955078125,0.026721784844994545,0.08442980796098709,0.017671003937721252,77.4283994525855,28.31831135352697
838,6912,7680,val,65536,9033,56503,4416,102,4392,123,0.1378326416015625,0.0673828125,0.024785656481981277,0.05746673047542572,0.019561011344194412,77.45139632385896,28.31831135352697
839,6912,7936,val,65536,7910,57626,4353,239,3213,105,0.120697021484375,0.0664215087890625,0.029565978795289993,0.06841524690389633,0.02423335798084736,77.47439319513242,28.31831135352697
840,0,8704,test,65536,10360,55176,5043,954,2045,2318,0.1580810546875,0.0769500732421875,0.02859463170170784,0.07317303121089935,0.020224466919898987,77.5433838089528,28.939226877910382
841,0,8960,test,65536,10264,55272,5268,411,2864,1721,0.1566162109375,0.08038330078125,0.03186417371034622,0.07773414999246597,0.023346124216914177,77.56638068022626,28.939226877910382
842,256,8704,test,65536,9940,55596,5087,1006,1398,2449,0.15167236328125,0.0776214599609375,0.032143060117959976,0.07996918261051178,0.023592233657836914,77.5433838089528,28.916230006636923
843,256,8960,test,65536,10131,55405,5240,1093,1472,2326,0.1545867919921875,0.0799560546875,0.027763772755861282,0.06508509069681168,0.020939437672495842,77.56638068022626,28.916230006636923
844,512,8704,test,65536,9705,55831,4751,635,2555,1764,0.1480865478515625,0.0724945068359375,0.033870287239551544,0.08557791262865067,0.02488205023109913,77.5433838089528,28.893233135363463
845,512,8960,test,65536,10312,55224,5338,646,2261,2067,0.1573486328125,0.081451416015625,0.025921255350112915,0.06494986265897751,0.01863342709839344,77.56638068022626,28.893233135363463
846,768,8704,test,65536,9285,56251,4551,1613,1906,1215,0.1416778564453125,0.0694427490234375,0.03490688279271126,0.08302749693393707,0.026963915675878525,77.5433838089528,28.870236264090003
847,768,8960,test,65536,10174,55362,5281,1897,1465,1531,0.155242919921875,0.0805816650390625,0.030013862997293472,0.06739930063486099,0.023143455386161804,77.56638068022626,28.870236264090003
848,1024,8704,test,65536,10463,55073,5166,60,5131,106,0.1596527099609375,0.078826904296875,0.028513245284557343,0.06869404762983322,0.020879527553915977,77.5433838089528,28.847239392816544
849,1024,8960,test,65536,8809,56727,4450,301,3368,690,0.1344146728515625,0.067901611328125,0.02931659296154976,0.07748936116695404,0.021835962310433388,77.56638068022626,28.847239392816544
850,1280,8704,test,65536,9796,55740,5419,67,4176,134,0.14947509765625,0.0826873779296875,0.03137602284550667,0.08080233633518219,0.022689614444971085,77.5433838089528,28.824242521543084
851,1280,8960,test,65536,8208,57328,4093,542,2132,1441,0.125244140625,0.0624542236328125,0.029991190880537033,0.08217103779315948,0.022520283237099648,77.56638068022626,28.824242521543084
852,1536,8704,test,65536,9799,55737,5075,63,4626,35,0.1495208740234375,0.0774383544921875,0.03448741137981415,0.09031689912080765,0.02467215433716774,77.5433838089528,28.801245650269625
853,1536,8960,test,65536,10242,55294,5051,21,5145,25,0.156280517578125,0.0770721435546875,0.0356660895049572,0.06581499427556992,0.030081667006015778,77.56638068022626,28.801245650269625
854,1792,8704,test,65536,10052,55484,5009,8,5004,31,0.15338134765625,0.0764312744140625,0.029299795627593994,0.06633075326681137,0.022590916603803635,77.5433838089528,28.778248778996165
855,1792,8960,test,65536,10159,55377,4939,21,5158,41,0.1550140380859375,0.0753631591796875,0.027384689077734947,0.06897755712270737,0.019754409790039062,77.56638068022626,28.778248778996165
856,2048,8704,test,65536,10484,55052,4942,7,5524,11,0.15997314453125,0.075408935546875,0.030234824866056442,0.07937759160995483,0.020876165479421616,77.5433838089528,28.755251907722705
857,2048,8960,test,65536,10268,55268,4940,1,5305,22,0.15667724609375,0.07537841796875,0.031307101249694824,0.08243206888437271,0.021808819845318794,77.56638068022626,28.755251907722705
858,2304,8704,test,65536,9853,55683,5079,9,4749,16,0.1503448486328125,0.0774993896484375,0.029473774135112762,0.09162179380655289,0.018476800993084908,77.5433838089528,28.732255036449246
859,2304,8960,test,65536,10229,55307,5321,4,4879,25,0.1560821533203125,0.0811920166015625,0.025875508785247803,0.0659843236207962,0.018457403406500816,77.56638068022626,28.732255036449246
860,2560,8704,test,65536,8580,56956,4451,88,3990,51,0.13092041015625,0.0679168701171875,0.027711419388651848,0.06834391504526138,0.02159043401479721,77.5433838089528,28.709258165175786
861,2560,8960,test,65536,8979,56557,5198,30,3692,59,0.1370086669921875,0.079315185546875,0.02460363693535328,0.0692995935678482,0.017507698386907578,77.56638068022626,28.709258165175786
862,2816,8704,test,65536,8406,57130,5104,162,2746,394,0.128265380859375,0.077880859375,0.02487192675471306,0.06662871688604355,0.01872791349887848,77.5433838089528,28.686261293902326
863,2816,8960,test,65536,9165,56371,5588,228,2819,530,0.1398468017578125,0.08526611328125,0.025290783494710922,0.07290956377983093,0.017548752948641777,77.56638068022626,28.686261293902326
864,3072,8704,test,65536,11474,54062,5945,30,5492,7,0.175079345703125,0.0907135009765625,0.029284849762916565,0.07736870646476746,0.01907963864505291,77.5433838089528,28.663264422628867
865,3072,8960,test,65536,9778,55758,5193,108,4385,92,0.149200439453125,0.0792388916015625,0.029296809807419777,0.06715412437915802,0.022657964378595352,77.56638068022626,28.663264422628867
866,3328,8704,test,65536,9329,56207,4891,90,4300,48,0.1423492431640625,0.0746307373046875,0.02270696312189102,0.06570924818515778,0.015569626353681087,77.5433838089528,28.640267551355407
867,3328,8960,test,65536,8853,56683,4781,144,3899,29,0.1350860595703125,0.0729522705078125,0.03557204082608223,0.0950387641787529,0.026284262537956238,77.56638068022626,28.640267551355407
868,3584,8704,test,65536,8728,56808,3894,29,4793,12,0.1331787109375,0.059417724609375,0.023579075932502747,0.05867667496204376,0.018186669796705246,77.5433838089528,28.617270680081948
869,3584,8960,test,65536,8825,56711,4300,708,3769,48,0.1346588134765625,0.06561279296875,0.025979528203606606,0.07537421584129333,0.018293047323822975,77.56638068022626,28.617270680081948
870,3840,8704,test,65536,9916,55620,5275,122,4485,34,0.15130615234375,0.0804901123046875,0.025099799036979675,0.06320798397064209,0.01830582693219185,77.5433838089528,28.594273808808488
871,3840,8960,test,65536,9226,56310,5002,47,4158,19,0.140777587890625,0.076324462890625,0.025865690782666206,0.06624771654605865,0.01924937590956688,77.56638068022626,28.594273808808488
872,4096,8704,test,65536,8323,57213,5059,419,2344,501,0.1269989013671875,0.0771942138671875,0.02771110273897648,0.07151944190263748,0.02133813127875328,77.5433838089528,28.57127693753503
873,4096,8960,test,65536,9105,56431,4938,110,3914,143,0.1389312744140625,0.075347900390625,0.025619693100452423,0.06964952498674393,0.01851559244096279,77.56638068022626,28.57127693753503
874,4352,8704,test,65536,7823,57713,3939,718,1364,1802,0.1193695068359375,0.0601043701171875,0.03253493458032608,0.08355924487113953,0.02561858668923378,77.5433838089528,28.54828006626157
875,4352,8960,test,65536,8987,56549,5162,139,3375,311,0.1371307373046875,0.078765869140625,0.026934601366519928,0.060639213770627975,0.021578127518296242,77.56638068022626,28.54828006626157
876,4608,8704,test,65536,9066,56470,5755,454,1705,1152,0.138336181640625,0.0878143310546875,0.02494168095290661,0.06333054602146149,0.018778525292873383,77.5433838089528,28.52528319498811
877,4608,8960,test,65536,7971,57565,4615,243,2958,155,0.1216278076171875,0.0704193115234375,0.023573704063892365,0.06919503957033157,0.017256535589694977,77.56638068022626,28.52528319498811
878,4864,8704,test,65536,8332,57204,4500,259,3216,357,0.12713623046875,0.06866455078125,0.02916475012898445,0.07086294144392014,0.023091230541467667,77.5433838089528,28.50228632371465
879,4864,8960,test,65536,9121,56415,5939,437,2406,339,0.1391754150390625,0.0906219482421875,0.02372218668460846,0.0649377852678299,0.01705857738852501,77.56638068022626,28.50228632371465
880,5120,8704,test,65536,7315,58221,3732,644,1926,1013,0.1116180419921875,0.05694580078125,0.031805865466594696,0.08823523670434952,0.0247159693390131,77.5433838089528,28.47928945244119
881,5120,8960,test,65536,8221,57315,3875,374,3033,939,0.1254425048828125,0.0591278076171875,0.0272984579205513,0.07282150536775589,0.020768841728568077,77.56638068022626,28.47928945244119
882,5376,8704,test,65536,7126,58410,3140,1285,1365,1336,0.108734130859375,0.04791259765625,0.03792032226920128,0.1179034486413002,0.028162406757473946,77.5433838089528,28.45629258116773
883,5376,8960,test,65536,7090,58446,3286,586,2428,790,0.108184814453125,0.050140380859375,0.03865606710314751,0.09678082168102264,0.031605035066604614,77.56638068022626,28.45629258116773
884,5632,8704,test,65536,8565,56971,4615,1100,1591,1259,0.1306915283203125,0.0704193115234375,0.03396001085639,0.08260243386030197,0.02664712816476822,77.5433838089528,28.43329570989427
885,5632,8960,test,65536,8261,57275,4316,956,1805,1184,0.1260528564453125,0.06585693359375,0.03255552798509598,0.08210698515176773,0.02540852129459381,77.56638068022626,28.43329570989427
886,5888,8704,test,65536,7781,57755,3961,374,2443,1003,0.1187286376953125,0.0604400634765625,0.03358493000268936,0.0840185284614563,0.026790300384163857,77.5433838089528,28.41029883862081
887,5888,8960,test,65536,8659,56877,5269,267,2848,275,0.1321258544921875,0.0803985595703125,0.028350409120321274,0.08065024763345718,0.02038823813199997,77.56638068022626,28.41029883862081
888,6144,8704,test,65536,8297,57239,4013,733,3351,200,0.1266021728515625,0.0612335205078125,0.02876511588692665,0.06423869729042053,0.023623095825314522,77.5433838089528,28.38730196734735
889,6144,8960,test,65536,7982,57554,4655,192,2619,516,0.121795654296875,0.0710296630859375,0.019330766052007675,0.05523769557476044,0.014350933954119682,77.56638068022626,28.38730196734735
890,6400,8704,test,65536,8088,57448,3862,340,3281,605,0.1234130859375,0.058929443359375,0.03596161678433418,0.08241736143827438,0.02942119538784027,77.5433838089528,28.364305096073892
891,6400,8960,test,65536,9647,55889,5841,42,3703,61,0.1472015380859375,0.0891265869140625,0.021311072632670403,0.052236009389162064,0.01597311906516552,77.56638068022626,28.364305096073892
892,6656,8704,test,65536,8903,56633,4284,200,3978,441,0.1358489990234375,0.06536865234375,0.026951666921377182,0.07203153520822525,0.0198648814111948,77.5433838089528,28.341308224800432
893,6656,8960,test,65536,10015,55521,6476,336,2644,559,0.1528167724609375,0.09881591796875,0.026588181033730507,0.057761047035455704,0.020965149626135826,77.56638068022626,28.341308224800432
894,6912,8704,test,65536,10064,55472,6159,717,2389,799,0.153564453125,0.0939788818359375,0.0290499497205019,0.06582409143447876,0.022378209978342056,77.5433838089528,28.31831135352697
895,6912,8960,test,65536,9325,56211,6074,454,2177,620,0.1422882080078125,0.092681884765625,0.029513858258724213,0.05758776143193245,0.024856597185134888,77.56638068022626,28.31831135352697
896,0,6400,dropped_buffer,65482,11056,54426,6024,3546,348,1138,0.1688402919886381,0.09199474664793378,0.03473370149731636,0.0807267278432846,0.025390759110450745,77.33641196749166,28.939226877910382
897,0,6656,dropped_buffer,65526,10722,54804,5784,2455,758,1725,0.16362970423953851,0.08827030491713213,0.03565113991498947,0.0846261978149414,0.026069529354572296,77.35940883876512,28.939226877910382
898,0,8192,dropped_buffer,65536,7996,57540,4101,1426,983,1486,0.12200927734375,0.0625762939453125,0.0257372185587883,0.0807645246386528,0.018090393394231796,77.49739006640588,28.939226877910382
899,0,8448,dropped_buffer,65536,9016,56520,4672,1113,1282,1949,0.1375732421875,0.0712890625,0.03117428533732891,0.10257409512996674,0.019784677773714066,77.52038693767933,28.939226877910382
900,256,6400,dropped_buffer,58832,8147,50685,3538,2627,1524,458,0.13847905901550175,0.06013734022300789,0.03545362129807472,0.0947360023856163,0.025924691930413246,77.33641196749166,28.916230006636923
901,256,6656,dropped_buffer,52501,6784,45717,2553,3037,374,820,0.12921658635073618,0.04862764518771071,0.0344822034239769,0.09336589276790619,0.025744382292032242,77.35940883876512,28.916230006636923
902,256,8192,dropped_buffer,65536,7826,57710,4382,2571,338,535,0.119415283203125,0.066864013671875,0.026779497042298317,0.07549245655536652,0.020173577591776848,77.49739006640588,28.916230006636923
903,256,8448,dropped_buffer,65536,10250,55286,5172,1370,1333,2375,0.156402587890625,0.07891845703125,0.027410157024860382,0.0721832811832428,0.019109239801764488,77.52038693767933,28.916230006636923
904,512,6400,dropped_buffer,65536,11004,54532,5394,4,5491,115,0.16790771484375,0.082305908203125,0.0284836757928133,0.07142267376184464,0.019819028675556183,77.33641196749166,28.893233135363463
905,512,6656,dropped_buffer,65536,10456,55080,4560,72,5788,36,0.1595458984375,0.069580078125,0.029620906338095665,0.07408586889505386,0.021179988980293274,77.35940883876512,28.893233135363463
906,512,8192,dropped_buffer,65536,9683,55853,4864,2612,780,1427,0.1477508544921875,0.07421875,0.032320164144039154,0.07814925163984299,0.024374961853027344,77.49739006640588,28.893233135363463
907,512,8448,dropped_buffer,65536,9762,55774,4996,1692,1513,1561,0.148956298828125,0.07623291015625,0.033791422843933105,0.09297153353691101,0.023433253169059753,77.52038693767933,28.893233135363463
908,768,6400,dropped_buffer,65536,10624,54912,5565,8,4819,232,0.162109375,0.0849151611328125,0.030396338552236557,0.08487316220998764,0.019856536760926247,77.33641196749166,28.870236264090003
909,768,6656,dropped_buffer,65536,11006,54530,5504,28,5434,40,0.167938232421875,0.083984375,0.030459633097052574,0.07919955998659134,0.020622264593839645,77.35940883876512,28.870236264090003
910,768,8192,dropped_buffer,65536,10104,55432,5055,346,3736,967,0.1541748046875,0.0771331787109375,0.029158610850572586,0.06892212480306625,0.021910620853304863,77.49739006640588,28.870236264090003
911,768,8448,dropped_buffer,65536,8978,56558,3964,791,3328,895,0.136993408203125,0.06048583984375,0.028012514114379883,0.07895202934741974,0.019926391541957855,77.52038693767933,28.870236264090003
912,1024,6400,dropped_buffer,65536,8656,56880,4467,238,3687,264,0.132080078125,0.0681610107421875,0.02244548685848713,0.062461938709020615,0.016355782747268677,77.33641196749166,28.847239392816544
913,1024,6656,dropped_buffer,65536,10176,55360,5176,11,4882,107,0.1552734375,0.0789794921875,0.026757344603538513,0.07062220573425293,0.018694324418902397,77.35940883876512,28.847239392816544
914,1024,8192,dropped_buffer,65536,10353,55183,4644,5,5601,103,0.1579742431640625,0.07086181640625,0.029206672683358192,0.0645638108253479,0.02257324382662773,77.49739006640588,28.847239392816544
915,1024,8448,dropped_buffer,65536,9552,55984,4456,47,4774,275,0.145751953125,0.0679931640625,0.026110373437404633,0.05966486036777496,0.020385298877954483,77.52038693767933,28.847239392816544
916,1280,6400,dropped_buffer,65536,8492,57044,4742,35,3466,249,0.12957763671875,0.072357177734375,0.026475582271814346,0.0646766647696495,0.020788682624697685,77.33641196749166,28.824242521543084
917,1280,6656,dropped_buffer,65536,9841,55695,5210,10,4517,104,0.1501617431640625,0.079498291015625,0.029704242944717407,0.07976558059453964,0.020858680829405785,77.35940883876512,28.824242521543084
